,name,address,unit,sqft,bed,bath,price,city,state,zipcode,description,details,url,date
343,The Cole Apartments,354 E 91st St,B2,"910-1,071 sqft",2bd,2ba,"$5,835 - $6,035",New York,NY,10128,"We are temporarily ceasing in-person tours with prospective residents. Virtual tours are available. Call us today for more information!WELCOME TO THE COLEAPARTMENTS ON MANHATTAN'S UPPER EAST SIDETHE COLE IS CHANGING THE GAME ON THE UPPER EAST SIDE. NO LONGER JUST THE PLACE TO END YOUR DAY, THE COLE IS BOTH HOME AND HANGOUT. JUMP IN TO MODERNIZED APARTMENTS, A FULLY-LOADED, ROOFTOP AMENITIES LEVEL AND PRIME NEIGHBORHOOD SHOPPING AND NIGHTLIFE. YOU WORK HARD TO MAKE IT IN NEW YORK. COME HOME & PLAY.THE COLE IS AMENITY RICH, THOUGHTFULLY DESIGNED, AND SITUATED IN A PREMIER LOCATION, THESE NEW YORK STUDIO APARTMENTS REDEFINE CITY LIVING. NOW, THERE'S ONE MORE REASON TO A BE A PROUD NEW YORKER.THESE LUXURY NYC APARTMENTS PUT THEIR RESIDENTS RIGHT IN THE MIDDLE OF ALL THAT'S BEST ABOUT THE UPPER EAST SIDE. FITNESS STUDIOS AND THE FINEST DINING LOCATIONS LINE THE AREA, WHILE THE BEST IN DESIGNER SHOPPING OUTLETS CAN BE FOUND IN ABUNDANCE. THE GREATEST OF NEW YORK'S FINE ART LOCATIONS CAN BE FOUND HERE, AS WELL AS THE BUSTLING NIGHTLIFE THE CITY IN KNOWN FOR.WHEN THE CHAOS OF THE DAY IS FINALLY DONE, COME HOME, UNWIND AND INDULGE IN THE LUXURY LIVING THAT IS THE COLE APARTMENTS.Lease Details: 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18",,https://www.trulia.com/c/ny/new-york/the-cole-354-e-91st-st-new-york-ny-10128--2171351199,2021-03-05
344,The Cole Apartments,354 E 91st St,Unit 1407,"1,071 sqft",2bd,2ba,"Contact$5,835",New York,NY,10128,"We are temporarily ceasing in-person tours with prospective residents. Virtual tours are available. Call us today for more information!WELCOME TO THE COLEAPARTMENTS ON MANHATTAN'S UPPER EAST SIDETHE COLE IS CHANGING THE GAME ON THE UPPER EAST SIDE. NO LONGER JUST THE PLACE TO END YOUR DAY, THE COLE IS BOTH HOME AND HANGOUT. JUMP IN TO MODERNIZED APARTMENTS, A FULLY-LOADED, ROOFTOP AMENITIES LEVEL AND PRIME NEIGHBORHOOD SHOPPING AND NIGHTLIFE. YOU WORK HARD TO MAKE IT IN NEW YORK. COME HOME & PLAY.THE COLE IS AMENITY RICH, THOUGHTFULLY DESIGNED, AND SITUATED IN A PREMIER LOCATION, THESE NEW YORK STUDIO APARTMENTS REDEFINE CITY LIVING. NOW, THERE'S ONE MORE REASON TO A BE A PROUD NEW YORKER.THESE LUXURY NYC APARTMENTS PUT THEIR RESIDENTS RIGHT IN THE MIDDLE OF ALL THAT'S BEST ABOUT THE UPPER EAST SIDE. FITNESS STUDIOS AND THE FINEST DINING LOCATIONS LINE THE AREA, WHILE THE BEST IN DESIGNER SHOPPING OUTLETS CAN BE FOUND IN ABUNDANCE. THE GREATEST OF NEW YORK'S FINE ART LOCATIONS CAN BE FOUND HERE, AS WELL AS THE BUSTLING NIGHTLIFE THE CITY IN KNOWN FOR.WHEN THE CHAOS OF THE DAY IS FINALLY DONE, COME HOME, UNWIND AND INDULGE IN THE LUXURY LIVING THAT IS THE COLE APARTMENTS.Lease Details: 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18",,https://www.trulia.com/c/ny/new-york/the-cole-354-e-91st-st-new-york-ny-10128--2171351199,2021-03-05
345,The Cole Apartments,354 E 91st St,Unit 1603,910 sqft,2bd,2ba,"Contact$6,035",New York,NY,10128,"We are temporarily ceasing in-person tours with prospective residents. Virtual tours are available. Call us today for more information!WELCOME TO THE COLEAPARTMENTS ON MANHATTAN'S UPPER EAST SIDETHE COLE IS CHANGING THE GAME ON THE UPPER EAST SIDE. NO LONGER JUST THE PLACE TO END YOUR DAY, THE COLE IS BOTH HOME AND HANGOUT. JUMP IN TO MODERNIZED APARTMENTS, A FULLY-LOADED, ROOFTOP AMENITIES LEVEL AND PRIME NEIGHBORHOOD SHOPPING AND NIGHTLIFE. YOU WORK HARD TO MAKE IT IN NEW YORK. COME HOME & PLAY.THE COLE IS AMENITY RICH, THOUGHTFULLY DESIGNED, AND SITUATED IN A PREMIER LOCATION, THESE NEW YORK STUDIO APARTMENTS REDEFINE CITY LIVING. NOW, THERE'S ONE MORE REASON TO A BE A PROUD NEW YORKER.THESE LUXURY NYC APARTMENTS PUT THEIR RESIDENTS RIGHT IN THE MIDDLE OF ALL THAT'S BEST ABOUT THE UPPER EAST SIDE. FITNESS STUDIOS AND THE FINEST DINING LOCATIONS LINE THE AREA, WHILE THE BEST IN DESIGNER SHOPPING OUTLETS CAN BE FOUND IN ABUNDANCE. THE GREATEST OF NEW YORK'S FINE ART LOCATIONS CAN BE FOUND HERE, AS WELL AS THE BUSTLING NIGHTLIFE THE CITY IN KNOWN FOR.WHEN THE CHAOS OF THE DAY IS FINALLY DONE, COME HOME, UNWIND AND INDULGE IN THE LUXURY LIVING THAT IS THE COLE APARTMENTS.Lease Details: 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18",,https://www.trulia.com/c/ny/new-york/the-cole-354-e-91st-st-new-york-ny-10128--2171351199,2021-03-05
346,The Cole Apartments,354 E 91st St,C2,"1,045 sqft",3bd,2ba,"$5,895 - $5,940",New York,NY,10128,"We are temporarily ceasing in-person tours with prospective residents. Virtual tours are available. Call us today for more information!WELCOME TO THE COLEAPARTMENTS ON MANHATTAN'S UPPER EAST SIDETHE COLE IS CHANGING THE GAME ON THE UPPER EAST SIDE. NO LONGER JUST THE PLACE TO END YOUR DAY, THE COLE IS BOTH HOME AND HANGOUT. JUMP IN TO MODERNIZED APARTMENTS, A FULLY-LOADED, ROOFTOP AMENITIES LEVEL AND PRIME NEIGHBORHOOD SHOPPING AND NIGHTLIFE. YOU WORK HARD TO MAKE IT IN NEW YORK. COME HOME & PLAY.THE COLE IS AMENITY RICH, THOUGHTFULLY DESIGNED, AND SITUATED IN A PREMIER LOCATION, THESE NEW YORK STUDIO APARTMENTS REDEFINE CITY LIVING. NOW, THERE'S ONE MORE REASON TO A BE A PROUD NEW YORKER.THESE LUXURY NYC APARTMENTS PUT THEIR RESIDENTS RIGHT IN THE MIDDLE OF ALL THAT'S BEST ABOUT THE UPPER EAST SIDE. FITNESS STUDIOS AND THE FINEST DINING LOCATIONS LINE THE AREA, WHILE THE BEST IN DESIGNER SHOPPING OUTLETS CAN BE FOUND IN ABUNDANCE. THE GREATEST OF NEW YORK'S FINE ART LOCATIONS CAN BE FOUND HERE, AS WELL AS THE BUSTLING NIGHTLIFE THE CITY IN KNOWN FOR.WHEN THE CHAOS OF THE DAY IS FINALLY DONE, COME HOME, UNWIND AND INDULGE IN THE LUXURY LIVING THAT IS THE COLE APARTMENTS.Lease Details: 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18",,https://www.trulia.com/c/ny/new-york/the-cole-354-e-91st-st-new-york-ny-10128--2171351199,2021-03-05
347,The Cole Apartments,354 E 91st St,Unit 302,"1,045 sqft",3bd,2ba,"Contact$5,895",New York,NY,10128,"We are temporarily ceasing in-person tours with prospective residents. Virtual tours are available. Call us today for more information!WELCOME TO THE COLEAPARTMENTS ON MANHATTAN'S UPPER EAST SIDETHE COLE IS CHANGING THE GAME ON THE UPPER EAST SIDE. NO LONGER JUST THE PLACE TO END YOUR DAY, THE COLE IS BOTH HOME AND HANGOUT. JUMP IN TO MODERNIZED APARTMENTS, A FULLY-LOADED, ROOFTOP AMENITIES LEVEL AND PRIME NEIGHBORHOOD SHOPPING AND NIGHTLIFE. YOU WORK HARD TO MAKE IT IN NEW YORK. COME HOME & PLAY.THE COLE IS AMENITY RICH, THOUGHTFULLY DESIGNED, AND SITUATED IN A PREMIER LOCATION, THESE NEW YORK STUDIO APARTMENTS REDEFINE CITY LIVING. NOW, THERE'S ONE MORE REASON TO A BE A PROUD NEW YORKER.THESE LUXURY NYC APARTMENTS PUT THEIR RESIDENTS RIGHT IN THE MIDDLE OF ALL THAT'S BEST ABOUT THE UPPER EAST SIDE. FITNESS STUDIOS AND THE FINEST DINING LOCATIONS LINE THE AREA, WHILE THE BEST IN DESIGNER SHOPPING OUTLETS CAN BE FOUND IN ABUNDANCE. THE GREATEST OF NEW YORK'S FINE ART LOCATIONS CAN BE FOUND HERE, AS WELL AS THE BUSTLING NIGHTLIFE THE CITY IN KNOWN FOR.WHEN THE CHAOS OF THE DAY IS FINALLY DONE, COME HOME, UNWIND AND INDULGE IN THE LUXURY LIVING THAT IS THE COLE APARTMENTS.Lease Details: 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18",,https://www.trulia.com/c/ny/new-york/the-cole-354-e-91st-st-new-york-ny-10128--2171351199,2021-03-05
348,The Cole Apartments,354 E 91st St,Unit 502,"1,045 sqft",3bd,2ba,"Contact$5,940",New York,NY,10128,"We are temporarily ceasing in-person tours with prospective residents. Virtual tours are available. Call us today for more information!WELCOME TO THE COLEAPARTMENTS ON MANHATTAN'S UPPER EAST SIDETHE COLE IS CHANGING THE GAME ON THE UPPER EAST SIDE. NO LONGER JUST THE PLACE TO END YOUR DAY, THE COLE IS BOTH HOME AND HANGOUT. JUMP IN TO MODERNIZED APARTMENTS, A FULLY-LOADED, ROOFTOP AMENITIES LEVEL AND PRIME NEIGHBORHOOD SHOPPING AND NIGHTLIFE. YOU WORK HARD TO MAKE IT IN NEW YORK. COME HOME & PLAY.THE COLE IS AMENITY RICH, THOUGHTFULLY DESIGNED, AND SITUATED IN A PREMIER LOCATION, THESE NEW YORK STUDIO APARTMENTS REDEFINE CITY LIVING. NOW, THERE'S ONE MORE REASON TO A BE A PROUD NEW YORKER.THESE LUXURY NYC APARTMENTS PUT THEIR RESIDENTS RIGHT IN THE MIDDLE OF ALL THAT'S BEST ABOUT THE UPPER EAST SIDE. FITNESS STUDIOS AND THE FINEST DINING LOCATIONS LINE THE AREA, WHILE THE BEST IN DESIGNER SHOPPING OUTLETS CAN BE FOUND IN ABUNDANCE. THE GREATEST OF NEW YORK'S FINE ART LOCATIONS CAN BE FOUND HERE, AS WELL AS THE BUSTLING NIGHTLIFE THE CITY IN KNOWN FOR.WHEN THE CHAOS OF THE DAY IS FINALLY DONE, COME HOME, UNWIND AND INDULGE IN THE LUXURY LIVING THAT IS THE COLE APARTMENTS.Lease Details: 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18",,https://www.trulia.com/c/ny/new-york/the-cole-354-e-91st-st-new-york-ny-10128--2171351199,2021-03-05
349,Watermark LIC Apartments,27-19 44th Dr,Studio / 1 Bathroom,429-492 sqft,Studio,1ba,"$1,799 - $2,074",Long Island City,NY,11101,"Watermark LIC redefines the contemporary boutique rental residence through the lens of superior design and thoughtfully-crafted amenities including:APARTMENTS: interiors are crafted in a warm palette of natural materials and finishesoversized floor-to-ceiling windows 9-foot-high ceilingslighted walk-in closetsenergy-efficient heating and cooling you can operate from your smart phone bathrooms: Kohler fixtures, hand-showers and generous tri-view cabinets with integral LED lightingin-unit washers and dryers stainless steel appliancesCOMMUNAL AREAS: sky-high fitness center indoor fireplace sky lounge with catering kitchen for large-group entertainment private conference rooms w/ smart TVs Starbucks coffee & tea complimentary wifi inviting lobby with conciergestorage lockers bike storage OUTDOOR SPACES garden oasisfurnished roof deck with a unique view of 4 of the 5 boroughs from one vantage point outdoor grill alfresco dining areasLease Details: 14 - 24 month lease terms available",,https://www.trulia.com/c/ny/long-island-city/watermark-lic-27-19-44th-dr-long-island-city-ny-11101--2416296829,2021-03-05
350,Watermark LIC Apartments,27-19 44th Dr,Unit 4B,492 sqft,Studio,1ba,"Contact$1,848",Long Island City,NY,11101,"Watermark LIC redefines the contemporary boutique rental residence through the lens of superior design and thoughtfully-crafted amenities including:APARTMENTS: interiors are crafted in a warm palette of natural materials and finishesoversized floor-to-ceiling windows 9-foot-high ceilingslighted walk-in closetsenergy-efficient heating and cooling you can operate from your smart phone bathrooms: Kohler fixtures, hand-showers and generous tri-view cabinets with integral LED lightingin-unit washers and dryers stainless steel appliancesCOMMUNAL AREAS: sky-high fitness center indoor fireplace sky lounge with catering kitchen for large-group entertainment private conference rooms w/ smart TVs Starbucks coffee & tea complimentary wifi inviting lobby with conciergestorage lockers bike storage OUTDOOR SPACES garden oasisfurnished roof deck with a unique view of 4 of the 5 boroughs from one vantage point outdoor grill alfresco dining areasLease Details: 14 - 24 month lease terms available",,https://www.trulia.com/c/ny/long-island-city/watermark-lic-27-19-44th-dr-long-island-city-ny-11101--2416296829,2021-03-05
351,Watermark LIC Apartments,27-19 44th Dr,Unit 21C,429 sqft,Studio,1ba,"Contact$2,074",Long Island City,NY,11101,"Watermark LIC redefines the contemporary boutique rental residence through the lens of superior design and thoughtfully-crafted amenities including:APARTMENTS: interiors are crafted in a warm palette of natural materials and finishesoversized floor-to-ceiling windows 9-foot-high ceilingslighted walk-in closetsenergy-efficient heating and cooling you can operate from your smart phone bathrooms: Kohler fixtures, hand-showers and generous tri-view cabinets with integral LED lightingin-unit washers and dryers stainless steel appliancesCOMMUNAL AREAS: sky-high fitness center indoor fireplace sky lounge with catering kitchen for large-group entertainment private conference rooms w/ smart TVs Starbucks coffee & tea complimentary wifi inviting lobby with conciergestorage lockers bike storage OUTDOOR SPACES garden oasisfurnished roof deck with a unique view of 4 of the 5 boroughs from one vantage point outdoor grill alfresco dining areasLease Details: 14 - 24 month lease terms available",,https://www.trulia.com/c/ny/long-island-city/watermark-lic-27-19-44th-dr-long-island-city-ny-11101--2416296829,2021-03-05
352,Watermark LIC Apartments,27-19 44th Dr,Unit 5E,446 sqft,Studio,1ba,"Contact$1,799",Long Island City,NY,11101,"Watermark LIC redefines the contemporary boutique rental residence through the lens of superior design and thoughtfully-crafted amenities including:APARTMENTS: interiors are crafted in a warm palette of natural materials and finishesoversized floor-to-ceiling windows 9-foot-high ceilingslighted walk-in closetsenergy-efficient heating and cooling you can operate from your smart phone bathrooms: Kohler fixtures, hand-showers and generous tri-view cabinets with integral LED lightingin-unit washers and dryers stainless steel appliancesCOMMUNAL AREAS: sky-high fitness center indoor fireplace sky lounge with catering kitchen for large-group entertainment private conference rooms w/ smart TVs Starbucks coffee & tea complimentary wifi inviting lobby with conciergestorage lockers bike storage OUTDOOR SPACES garden oasisfurnished roof deck with a unique view of 4 of the 5 boroughs from one vantage point outdoor grill alfresco dining areasLease Details: 14 - 24 month lease terms available",,https://www.trulia.com/c/ny/long-island-city/watermark-lic-27-19-44th-dr-long-island-city-ny-11101--2416296829,2021-03-05
353,Watermark LIC Apartments,27-19 44th Dr,1 Bedroom / 1 Bathroom,579-765 sqft,1bd,1ba,"$2,734 - $2,914",Long Island City,NY,11101,"Watermark LIC redefines the contemporary boutique rental residence through the lens of superior design and thoughtfully-crafted amenities including:APARTMENTS: interiors are crafted in a warm palette of natural materials and finishesoversized floor-to-ceiling windows 9-foot-high ceilingslighted walk-in closetsenergy-efficient heating and cooling you can operate from your smart phone bathrooms: Kohler fixtures, hand-showers and generous tri-view cabinets with integral LED lightingin-unit washers and dryers stainless steel appliancesCOMMUNAL AREAS: sky-high fitness center indoor fireplace sky lounge with catering kitchen for large-group entertainment private conference rooms w/ smart TVs Starbucks coffee & tea complimentary wifi inviting lobby with conciergestorage lockers bike storage OUTDOOR SPACES garden oasisfurnished roof deck with a unique view of 4 of the 5 boroughs from one vantage point outdoor grill alfresco dining areasLease Details: 14 - 24 month lease terms available",,https://www.trulia.com/c/ny/long-island-city/watermark-lic-27-19-44th-dr-long-island-city-ny-11101--2416296829,2021-03-05
354,Watermark LIC Apartments,27-19 44th Dr,Unit 7G,763 sqft,1bd,1ba,"Contact$2,829",Long Island City,NY,11101,"Watermark LIC redefines the contemporary boutique rental residence through the lens of superior design and thoughtfully-crafted amenities including:APARTMENTS: interiors are crafted in a warm palette of natural materials and finishesoversized floor-to-ceiling windows 9-foot-high ceilingslighted walk-in closetsenergy-efficient heating and cooling you can operate from your smart phone bathrooms: Kohler fixtures, hand-showers and generous tri-view cabinets with integral LED lightingin-unit washers and dryers stainless steel appliancesCOMMUNAL AREAS: sky-high fitness center indoor fireplace sky lounge with catering kitchen for large-group entertainment private conference rooms w/ smart TVs Starbucks coffee & tea complimentary wifi inviting lobby with conciergestorage lockers bike storage OUTDOOR SPACES garden oasisfurnished roof deck with a unique view of 4 of the 5 boroughs from one vantage point outdoor grill alfresco dining areasLease Details: 14 - 24 month lease terms available",,https://www.trulia.com/c/ny/long-island-city/watermark-lic-27-19-44th-dr-long-island-city-ny-11101--2416296829,2021-03-05
355,Watermark LIC Apartments,27-19 44th Dr,Unit 21A,765 sqft,1bd,1ba,"Contact$2,914",Long Island City,NY,11101,"Watermark LIC redefines the contemporary boutique rental residence through the lens of superior design and thoughtfully-crafted amenities including:APARTMENTS: interiors are crafted in a warm palette of natural materials and finishesoversized floor-to-ceiling windows 9-foot-high ceilingslighted walk-in closetsenergy-efficient heating and cooling you can operate from your smart phone bathrooms: Kohler fixtures, hand-showers and generous tri-view cabinets with integral LED lightingin-unit washers and dryers stainless steel appliancesCOMMUNAL AREAS: sky-high fitness center indoor fireplace sky lounge with catering kitchen for large-group entertainment private conference rooms w/ smart TVs Starbucks coffee & tea complimentary wifi inviting lobby with conciergestorage lockers bike storage OUTDOOR SPACES garden oasisfurnished roof deck with a unique view of 4 of the 5 boroughs from one vantage point outdoor grill alfresco dining areasLease Details: 14 - 24 month lease terms available",,https://www.trulia.com/c/ny/long-island-city/watermark-lic-27-19-44th-dr-long-island-city-ny-11101--2416296829,2021-03-05
356,Watermark LIC Apartments,27-19 44th Dr,Unit 19B,579 sqft,1bd,1ba,"Contact$2,734",Long Island City,NY,11101,"Watermark LIC redefines the contemporary boutique rental residence through the lens of superior design and thoughtfully-crafted amenities including:APARTMENTS: interiors are crafted in a warm palette of natural materials and finishesoversized floor-to-ceiling windows 9-foot-high ceilingslighted walk-in closetsenergy-efficient heating and cooling you can operate from your smart phone bathrooms: Kohler fixtures, hand-showers and generous tri-view cabinets with integral LED lightingin-unit washers and dryers stainless steel appliancesCOMMUNAL AREAS: sky-high fitness center indoor fireplace sky lounge with catering kitchen for large-group entertainment private conference rooms w/ smart TVs Starbucks coffee & tea complimentary wifi inviting lobby with conciergestorage lockers bike storage OUTDOOR SPACES garden oasisfurnished roof deck with a unique view of 4 of the 5 boroughs from one vantage point outdoor grill alfresco dining areasLease Details: 14 - 24 month lease terms available",,https://www.trulia.com/c/ny/long-island-city/watermark-lic-27-19-44th-dr-long-island-city-ny-11101--2416296829,2021-03-05
357,Watermark LIC Apartments,27-19 44th Dr,2 Bedroom / 2 Bathroom,985 sqft,2bd,2ba,"$3,779",Long Island City,NY,11101,"Watermark LIC redefines the contemporary boutique rental residence through the lens of superior design and thoughtfully-crafted amenities including:APARTMENTS: interiors are crafted in a warm palette of natural materials and finishesoversized floor-to-ceiling windows 9-foot-high ceilingslighted walk-in closetsenergy-efficient heating and cooling you can operate from your smart phone bathrooms: Kohler fixtures, hand-showers and generous tri-view cabinets with integral LED lightingin-unit washers and dryers stainless steel appliancesCOMMUNAL AREAS: sky-high fitness center indoor fireplace sky lounge with catering kitchen for large-group entertainment private conference rooms w/ smart TVs Starbucks coffee & tea complimentary wifi inviting lobby with conciergestorage lockers bike storage OUTDOOR SPACES garden oasisfurnished roof deck with a unique view of 4 of the 5 boroughs from one vantage point outdoor grill alfresco dining areasLease Details: 14 - 24 month lease terms available",,https://www.trulia.com/c/ny/long-island-city/watermark-lic-27-19-44th-dr-long-island-city-ny-11101--2416296829,2021-03-05
358,Watermark LIC Apartments,27-19 44th Dr,Unit 17D,985 sqft,2bd,2ba,"Contact$3,779",Long Island City,NY,11101,"Watermark LIC redefines the contemporary boutique rental residence through the lens of superior design and thoughtfully-crafted amenities including:APARTMENTS: interiors are crafted in a warm palette of natural materials and finishesoversized floor-to-ceiling windows 9-foot-high ceilingslighted walk-in closetsenergy-efficient heating and cooling you can operate from your smart phone bathrooms: Kohler fixtures, hand-showers and generous tri-view cabinets with integral LED lightingin-unit washers and dryers stainless steel appliancesCOMMUNAL AREAS: sky-high fitness center indoor fireplace sky lounge with catering kitchen for large-group entertainment private conference rooms w/ smart TVs Starbucks coffee & tea complimentary wifi inviting lobby with conciergestorage lockers bike storage OUTDOOR SPACES garden oasisfurnished roof deck with a unique view of 4 of the 5 boroughs from one vantage point outdoor grill alfresco dining areasLease Details: 14 - 24 month lease terms available",,https://www.trulia.com/c/ny/long-island-city/watermark-lic-27-19-44th-dr-long-island-city-ny-11101--2416296829,2021-03-05
359,2 Washington St Apartments,2 Washington St,Sonder at Battery Park | Alluring Studio + Lounge,397 sqft,Studio,1ba,"Contact$2,055",New York,NY,10004,"Fully furnished apartments available for flexible lease. Every apartment is professionally cleaned before you move-in with contactless check-in and 24/7 phone and text support. Conveniently located in areas you want to be in; close to grocery stores and pharmacies.The Space:- Fully furnished with all major appliances and tech-enabled entry- Includes a small starter stock of supplies to give you time to get your own- Fast WiFi- In-unit laundry- Fully equipped kitchen- Laundry in buildingBuilding Amenities:- Fitness roomAny building amenities may be temporarily inaccessible due to the COVID-19 pandemic.Pricing:Pricing varies based on exact move-in and move-out dates. Stays over 6 months are available. Please contact us for a quote!0 bedroom:- 1-3 months: Starting at 2015 per month- 3-6 months: Starting at 2055 per month1 bedroom:- 1-3 months: Starting at 2708 per month- 3-6 months: Starting at 2601 per month2 bedroom:- 1-3 months: Starting at 5144 per month- 3-6 months: Starting at 5484 per month3 bedroom:- 1-3 months: Starting at 7895 per monthWifi and utilities are included.Our apartments get rented fast so available spaces may be slightly different from the photos; Contact us for availability.Lease Details: House Rules1. Reservations require a $400 security deposit that is not charged in advance.2. Guests can cancel free of charge within 24 hours of booking (please contact us to process the refund). You'll be charged 50% of the booking price (minus the service fee) if you cancel more than seven days before arrival, and 100% of the total price if you cancel within seven days of arrival.3. Check-in is at 4 pm. Checkout is at 11 am. Early check-in or late checkout may be available upon request. Guests who stay beyond their designated checkout time or delay our housekeeping staff are liable for any associated costs and expenses.4. Guests are not allowed to make a reservation in their city of residence. Please contact us if you're booking within your city.5. Smoking, parties, and excessive noise are not allowed, including on balconies and in shared spaces. Smoking violations are subject to a $250 fine plus the cost to clean, deodorize, and repair damages.6. Commercial photography/videography without written consent, Illegal activity, prostitution, and possession of firearms is strictly prohibited.7. Overnight guests that exceed the number stated in the reservation are not allowed.8. Pets are not allowed. Violation of our pet policy may result in a fine. We encourage guests with service animals to contact us before their stay.9. Guests are responsible for covering the cost to replace lost keys, key cards, fobs, or parking passes.10. Sonder properties may use video surveillance in public areas. Noise detecting technology may be used inside the suite to monitor excessive noise levels. 11. Guests take full responsibility for damages, injury, or loss that occur on the premises and its facilities. Guests must report any property damage to customer service. Unreported damages will be deducted from the security deposit.12. Booking a reservation constitutes an agreement to comply with the House Rules. Guests who violate these rules are liable for any associated damages, fees, costs, or expenses.",,https://www.trulia.com/c/ny/new-york/2-washington-st-2-washington-st-new-york-ny-10004--2008551125,2021-03-05
360,2 Washington St Apartments,2 Washington St,Sonder at Battery Park | Alluring Studio + Lounge,420 sqft,Studio,1ba,"Contact$2,055",New York,NY,10004,"Fully furnished apartments available for flexible lease. Every apartment is professionally cleaned before you move-in with contactless check-in and 24/7 phone and text support. Conveniently located in areas you want to be in; close to grocery stores and pharmacies.The Space:- Fully furnished with all major appliances and tech-enabled entry- Includes a small starter stock of supplies to give you time to get your own- Fast WiFi- In-unit laundry- Fully equipped kitchen- Laundry in buildingBuilding Amenities:- Fitness roomAny building amenities may be temporarily inaccessible due to the COVID-19 pandemic.Pricing:Pricing varies based on exact move-in and move-out dates. Stays over 6 months are available. Please contact us for a quote!0 bedroom:- 1-3 months: Starting at 2015 per month- 3-6 months: Starting at 2055 per month1 bedroom:- 1-3 months: Starting at 2708 per month- 3-6 months: Starting at 2601 per month2 bedroom:- 1-3 months: Starting at 5144 per month- 3-6 months: Starting at 5484 per month3 bedroom:- 1-3 months: Starting at 7895 per monthWifi and utilities are included.Our apartments get rented fast so available spaces may be slightly different from the photos; Contact us for availability.Lease Details: House Rules1. Reservations require a $400 security deposit that is not charged in advance.2. Guests can cancel free of charge within 24 hours of booking (please contact us to process the refund). You'll be charged 50% of the booking price (minus the service fee) if you cancel more than seven days before arrival, and 100% of the total price if you cancel within seven days of arrival.3. Check-in is at 4 pm. Checkout is at 11 am. Early check-in or late checkout may be available upon request. Guests who stay beyond their designated checkout time or delay our housekeeping staff are liable for any associated costs and expenses.4. Guests are not allowed to make a reservation in their city of residence. Please contact us if you're booking within your city.5. Smoking, parties, and excessive noise are not allowed, including on balconies and in shared spaces. Smoking violations are subject to a $250 fine plus the cost to clean, deodorize, and repair damages.6. Commercial photography/videography without written consent, Illegal activity, prostitution, and possession of firearms is strictly prohibited.7. Overnight guests that exceed the number stated in the reservation are not allowed.8. Pets are not allowed. Violation of our pet policy may result in a fine. We encourage guests with service animals to contact us before their stay.9. Guests are responsible for covering the cost to replace lost keys, key cards, fobs, or parking passes.10. Sonder properties may use video surveillance in public areas. Noise detecting technology may be used inside the suite to monitor excessive noise levels. 11. Guests take full responsibility for damages, injury, or loss that occur on the premises and its facilities. Guests must report any property damage to customer service. Unreported damages will be deducted from the security deposit.12. Booking a reservation constitutes an agreement to comply with the House Rules. Guests who violate these rules are liable for any associated damages, fees, costs, or expenses.",,https://www.trulia.com/c/ny/new-york/2-washington-st-2-washington-st-new-york-ny-10004--2008551125,2021-03-05
