,name,address,unit,sqft,bed,bath,price,city,state,zipcode,description,details,url,date
46,Arbor Landings Apartments,545 Landings Blvd,Unit 15-0418,"1,120 sqft",2bd,2ba,"Contact$1,325",Ann Arbor,MI,48103,"Welcome home to Arbor Landings Apartments. Our community is located in a residential neighborhood of Ann Arbor, Michigan, just minutes from downtown. The best shopping, dining, and entertainment spots are all close by. With easy access to Interstate 94 and public transportation, you will never be far from anything you need.Now offering Corporate Housing (furniture included) with 3-12 month leases. Please call for details.","Days on Market: 4 Days on Trulia ,Property Type: Apartment ,Furnished ,Dryer ,Washer ,Parking: None ,Pool ,Basketball Court ,Fitness Center ,Tennis Court",https://www.trulia.com/c/mi/ann-arbor/arbor-landings-apartments-545-landings-blvd-ann-arbor-mi-48103--2050027627,2020-11-16
47,Arbor Landings Apartments,545 Landings Blvd,Unit 18-0383,"1,299 sqft",2bd,2ba,"Contact$1,774",Ann Arbor,MI,48103,"Welcome home to Arbor Landings Apartments. Our community is located in a residential neighborhood of Ann Arbor, Michigan, just minutes from downtown. The best shopping, dining, and entertainment spots are all close by. With easy access to Interstate 94 and public transportation, you will never be far from anything you need.Now offering Corporate Housing (furniture included) with 3-12 month leases. Please call for details.","Days on Market: 4 Days on Trulia ,Property Type: Apartment ,Furnished ,Dryer ,Washer ,Parking: None ,Pool ,Basketball Court ,Fitness Center ,Tennis Court",https://www.trulia.com/c/mi/ann-arbor/arbor-landings-apartments-545-landings-blvd-ann-arbor-mi-48103--2050027627,2020-11-16
48,Arbor Landings Apartments,545 Landings Blvd,Unit 11-3307,"1,120 sqft",2bd,2ba,"Contact$1,556",Ann Arbor,MI,48103,"Welcome home to Arbor Landings Apartments. Our community is located in a residential neighborhood of Ann Arbor, Michigan, just minutes from downtown. The best shopping, dining, and entertainment spots are all close by. With easy access to Interstate 94 and public transportation, you will never be far from anything you need.Now offering Corporate Housing (furniture included) with 3-12 month leases. Please call for details.","Days on Market: 4 Days on Trulia ,Property Type: Apartment ,Furnished ,Dryer ,Washer ,Parking: None ,Pool ,Basketball Court ,Fitness Center ,Tennis Court",https://www.trulia.com/c/mi/ann-arbor/arbor-landings-apartments-545-landings-blvd-ann-arbor-mi-48103--2050027627,2020-11-16
49,Arbor Landings Apartments,545 Landings Blvd,Unit 10-3287,"1,164 sqft",2bd,2ba,"Contact$1,617",Ann Arbor,MI,48103,"Welcome home to Arbor Landings Apartments. Our community is located in a residential neighborhood of Ann Arbor, Michigan, just minutes from downtown. The best shopping, dining, and entertainment spots are all close by. With easy access to Interstate 94 and public transportation, you will never be far from anything you need.Now offering Corporate Housing (furniture included) with 3-12 month leases. Please call for details.","Days on Market: 4 Days on Trulia ,Property Type: Apartment ,Furnished ,Dryer ,Washer ,Parking: None ,Pool ,Basketball Court ,Fitness Center ,Tennis Court",https://www.trulia.com/c/mi/ann-arbor/arbor-landings-apartments-545-landings-blvd-ann-arbor-mi-48103--2050027627,2020-11-16
50,Arbor Landings Apartments,545 Landings Blvd,Unit 09-3269,"1,164 sqft",2bd,2ba,"Contact$1,540",Ann Arbor,MI,48103,"Welcome home to Arbor Landings Apartments. Our community is located in a residential neighborhood of Ann Arbor, Michigan, just minutes from downtown. The best shopping, dining, and entertainment spots are all close by. With easy access to Interstate 94 and public transportation, you will never be far from anything you need.Now offering Corporate Housing (furniture included) with 3-12 month leases. Please call for details.","Days on Market: 4 Days on Trulia ,Property Type: Apartment ,Furnished ,Dryer ,Washer ,Parking: None ,Pool ,Basketball Court ,Fitness Center ,Tennis Court",https://www.trulia.com/c/mi/ann-arbor/arbor-landings-apartments-545-landings-blvd-ann-arbor-mi-48103--2050027627,2020-11-16
51,Arbor Landings Apartments,545 Landings Blvd,Unit 07-3355,"1,299 sqft",2bd,2ba,"Contact$1,399",Ann Arbor,MI,48103,"Welcome home to Arbor Landings Apartments. Our community is located in a residential neighborhood of Ann Arbor, Michigan, just minutes from downtown. The best shopping, dining, and entertainment spots are all close by. With easy access to Interstate 94 and public transportation, you will never be far from anything you need.Now offering Corporate Housing (furniture included) with 3-12 month leases. Please call for details.","Days on Market: 4 Days on Trulia ,Property Type: Apartment ,Furnished ,Dryer ,Washer ,Parking: None ,Pool ,Basketball Court ,Fitness Center ,Tennis Court",https://www.trulia.com/c/mi/ann-arbor/arbor-landings-apartments-545-landings-blvd-ann-arbor-mi-48103--2050027627,2020-11-16
52,Arbor Landings Apartments,545 Landings Blvd,Unit 14-0574,"1,164 sqft",2bd,2ba,"Contact$1,399",Ann Arbor,MI,48103,"Welcome home to Arbor Landings Apartments. Our community is located in a residential neighborhood of Ann Arbor, Michigan, just minutes from downtown. The best shopping, dining, and entertainment spots are all close by. With easy access to Interstate 94 and public transportation, you will never be far from anything you need.Now offering Corporate Housing (furniture included) with 3-12 month leases. Please call for details.","Days on Market: 4 Days on Trulia ,Property Type: Apartment ,Furnished ,Dryer ,Washer ,Parking: None ,Pool ,Basketball Court ,Fitness Center ,Tennis Court",https://www.trulia.com/c/mi/ann-arbor/arbor-landings-apartments-545-landings-blvd-ann-arbor-mi-48103--2050027627,2020-11-16
53,Arbor Landings Apartments,545 Landings Blvd,Unit 10-3291,"1,299 sqft",2bd,2ba,"Contact$1,399",Ann Arbor,MI,48103,"Welcome home to Arbor Landings Apartments. Our community is located in a residential neighborhood of Ann Arbor, Michigan, just minutes from downtown. The best shopping, dining, and entertainment spots are all close by. With easy access to Interstate 94 and public transportation, you will never be far from anything you need.Now offering Corporate Housing (furniture included) with 3-12 month leases. Please call for details.","Days on Market: 4 Days on Trulia ,Property Type: Apartment ,Furnished ,Dryer ,Washer ,Parking: None ,Pool ,Basketball Court ,Fitness Center ,Tennis Court",https://www.trulia.com/c/mi/ann-arbor/arbor-landings-apartments-545-landings-blvd-ann-arbor-mi-48103--2050027627,2020-11-16
54,Arbor Landings Apartments,545 Landings Blvd,Unit 15-0430,"1,180 sqft",2bd,2ba,"Contact$1,617",Ann Arbor,MI,48103,"Welcome home to Arbor Landings Apartments. Our community is located in a residential neighborhood of Ann Arbor, Michigan, just minutes from downtown. The best shopping, dining, and entertainment spots are all close by. With easy access to Interstate 94 and public transportation, you will never be far from anything you need.Now offering Corporate Housing (furniture included) with 3-12 month leases. Please call for details.","Days on Market: 4 Days on Trulia ,Property Type: Apartment ,Furnished ,Dryer ,Washer ,Parking: None ,Pool ,Basketball Court ,Fitness Center ,Tennis Court",https://www.trulia.com/c/mi/ann-arbor/arbor-landings-apartments-545-landings-blvd-ann-arbor-mi-48103--2050027627,2020-11-16
55,Arbor Landings Apartments,545 Landings Blvd,Unit 16-0398,"1,180 sqft",2bd,2ba,"Contact$1,617",Ann Arbor,MI,48103,"Welcome home to Arbor Landings Apartments. Our community is located in a residential neighborhood of Ann Arbor, Michigan, just minutes from downtown. The best shopping, dining, and entertainment spots are all close by. With easy access to Interstate 94 and public transportation, you will never be far from anything you need.Now offering Corporate Housing (furniture included) with 3-12 month leases. Please call for details.","Days on Market: 4 Days on Trulia ,Property Type: Apartment ,Furnished ,Dryer ,Washer ,Parking: None ,Pool ,Basketball Court ,Fitness Center ,Tennis Court",https://www.trulia.com/c/mi/ann-arbor/arbor-landings-apartments-545-landings-blvd-ann-arbor-mi-48103--2050027627,2020-11-16
56,Arbor Landings Apartments,545 Landings Blvd,Unit 15-0424,"1,180 sqft",2bd,2ba,"Contact$1,617",Ann Arbor,MI,48103,"Welcome home to Arbor Landings Apartments. Our community is located in a residential neighborhood of Ann Arbor, Michigan, just minutes from downtown. The best shopping, dining, and entertainment spots are all close by. With easy access to Interstate 94 and public transportation, you will never be far from anything you need.Now offering Corporate Housing (furniture included) with 3-12 month leases. Please call for details.","Days on Market: 4 Days on Trulia ,Property Type: Apartment ,Furnished ,Dryer ,Washer ,Parking: None ,Pool ,Basketball Court ,Fitness Center ,Tennis Court",https://www.trulia.com/c/mi/ann-arbor/arbor-landings-apartments-545-landings-blvd-ann-arbor-mi-48103--2050027627,2020-11-16
57,Arbor Landings Apartments,545 Landings Blvd,Unit 22-3318,"1,185 sqft",2bd,2ba,"Contact$1,560",Ann Arbor,MI,48103,"Welcome home to Arbor Landings Apartments. Our community is located in a residential neighborhood of Ann Arbor, Michigan, just minutes from downtown. The best shopping, dining, and entertainment spots are all close by. With easy access to Interstate 94 and public transportation, you will never be far from anything you need.Now offering Corporate Housing (furniture included) with 3-12 month leases. Please call for details.","Days on Market: 4 Days on Trulia ,Property Type: Apartment ,Furnished ,Dryer ,Washer ,Parking: None ,Pool ,Basketball Court ,Fitness Center ,Tennis Court",https://www.trulia.com/c/mi/ann-arbor/arbor-landings-apartments-545-landings-blvd-ann-arbor-mi-48103--2050027627,2020-11-16
58,Arbor Landings Apartments,545 Landings Blvd,Unit 22-3328,"1,196 sqft",2bd,2ba,"Contact$1,683",Ann Arbor,MI,48103,"Welcome home to Arbor Landings Apartments. Our community is located in a residential neighborhood of Ann Arbor, Michigan, just minutes from downtown. The best shopping, dining, and entertainment spots are all close by. With easy access to Interstate 94 and public transportation, you will never be far from anything you need.Now offering Corporate Housing (furniture included) with 3-12 month leases. Please call for details.","Days on Market: 4 Days on Trulia ,Property Type: Apartment ,Furnished ,Dryer ,Washer ,Parking: None ,Pool ,Basketball Court ,Fitness Center ,Tennis Court",https://www.trulia.com/c/mi/ann-arbor/arbor-landings-apartments-545-landings-blvd-ann-arbor-mi-48103--2050027627,2020-11-16
59,Arbor Landings Apartments,545 Landings Blvd,3 Bed 2.0 Bath,"1,296 sqft",3bd,2ba,"$1,874",Ann Arbor,MI,48103,"Welcome home to Arbor Landings Apartments. Our community is located in a residential neighborhood of Ann Arbor, Michigan, just minutes from downtown. The best shopping, dining, and entertainment spots are all close by. With easy access to Interstate 94 and public transportation, you will never be far from anything you need.Now offering Corporate Housing (furniture included) with 3-12 month leases. Please call for details.","Days on Market: 4 Days on Trulia ,Property Type: Apartment ,Furnished ,Dryer ,Washer ,Parking: None ,Pool ,Basketball Court ,Fitness Center ,Tennis Court",https://www.trulia.com/c/mi/ann-arbor/arbor-landings-apartments-545-landings-blvd-ann-arbor-mi-48103--2050027627,2020-11-16
60,Arbor Landings Apartments,545 Landings Blvd,Unit 29-0260,"1,296 sqft",3bd,2ba,"Contact$1,874",Ann Arbor,MI,48103,"Welcome home to Arbor Landings Apartments. Our community is located in a residential neighborhood of Ann Arbor, Michigan, just minutes from downtown. The best shopping, dining, and entertainment spots are all close by. With easy access to Interstate 94 and public transportation, you will never be far from anything you need.Now offering Corporate Housing (furniture included) with 3-12 month leases. Please call for details.","Days on Market: 4 Days on Trulia ,Property Type: Apartment ,Furnished ,Dryer ,Washer ,Parking: None ,Pool ,Basketball Court ,Fitness Center ,Tennis Court",https://www.trulia.com/c/mi/ann-arbor/arbor-landings-apartments-545-landings-blvd-ann-arbor-mi-48103--2050027627,2020-11-16
61,Glencoe Oaks Apartments,2086 Glencoe Hills Dr,,"1,122 sqft",3bd,2ba,"Contact$1,859",Ann Arbor,MI,48108,"Glencoe Oaks located in Ann Arbor MI offer you two, three- and four-bedroom custom-designed apartments. Each of these newly constructed apartments feature granite countertops, breakfast bars, slate kitchen energy star appliances, high efficiency washers/dryers, oversized walk-in closets, double bathroom sinks, beautiful vinyl wood flooring in main living areas, covered parking and so much more..Nestled inside the beautiful wood setting of Glencoe Hills Boulevard, our community features two swimming pools, two double tennis courts, pet-friendly lit nature trails, picnic areas, and a playground. Our fully equipped 24-hour fitness center, beautiful fireplace, flat screen TV, full service kitchen and wet bar can all be found in our cozy two story clubhouse.Glencoe Oaks Apartment Homes are in the Exceptional Ann Arbor Public Schools district where students attend the following schools:* Burns Park Elementary School* Scarlett Middle School* Huron High School","Property Type: Apartment ,Laundry Facilities ,Barbeque Area ,Parking: None ,Pool ,Cats, dogs allowed ,Tennis Court",https://www.trulia.com/c/mi/ann-arbor/glencoe-oaks-2086-glencoe-hills-dr-ann-arbor-mi-48108--1999997880,2020-11-16
62,Glencoe Oaks Apartments,2086 Glencoe Hills Dr,3 Bed 2.0 Bath,"1,122 sqft",3bd,2ba,"$1,999",Ann Arbor,MI,48108,"Glencoe Oaks located in Ann Arbor MI offer you two, three- and four-bedroom custom-designed apartments. Each of these newly constructed apartments feature granite countertops, breakfast bars, slate kitchen energy star appliances, high efficiency washers/dryers, oversized walk-in closets, double bathroom sinks, beautiful vinyl wood flooring in main living areas, covered parking and so much more..Nestled inside the beautiful wood setting of Glencoe Hills Boulevard, our community features two swimming pools, two double tennis courts, pet-friendly lit nature trails, picnic areas, and a playground. Our fully equipped 24-hour fitness center, beautiful fireplace, flat screen TV, full service kitchen and wet bar can all be found in our cozy two story clubhouse.Glencoe Oaks Apartment Homes are in the Exceptional Ann Arbor Public Schools district where students attend the following schools:* Burns Park Elementary School* Scarlett Middle School* Huron High School","Property Type: Apartment ,Laundry Facilities ,Barbeque Area ,Parking: None ,Pool ,Cats, dogs allowed ,Tennis Court",https://www.trulia.com/c/mi/ann-arbor/glencoe-oaks-2086-glencoe-hills-dr-ann-arbor-mi-48108--1999997880,2020-11-16
63,Glencoe Oaks Apartments,2086 Glencoe Hills Dr,Unit 1B,"1,122 sqft",3bd,2ba,"Contact$1,999",Ann Arbor,MI,48108,"Glencoe Oaks located in Ann Arbor MI offer you two, three- and four-bedroom custom-designed apartments. Each of these newly constructed apartments feature granite countertops, breakfast bars, slate kitchen energy star appliances, high efficiency washers/dryers, oversized walk-in closets, double bathroom sinks, beautiful vinyl wood flooring in main living areas, covered parking and so much more..Nestled inside the beautiful wood setting of Glencoe Hills Boulevard, our community features two swimming pools, two double tennis courts, pet-friendly lit nature trails, picnic areas, and a playground. Our fully equipped 24-hour fitness center, beautiful fireplace, flat screen TV, full service kitchen and wet bar can all be found in our cozy two story clubhouse.Glencoe Oaks Apartment Homes are in the Exceptional Ann Arbor Public Schools district where students attend the following schools:* Burns Park Elementary School* Scarlett Middle School* Huron High School","Property Type: Apartment ,Laundry Facilities ,Barbeque Area ,Parking: None ,Pool ,Cats, dogs allowed ,Tennis Court",https://www.trulia.com/c/mi/ann-arbor/glencoe-oaks-2086-glencoe-hills-dr-ann-arbor-mi-48108--1999997880,2020-11-16
64,Orion NorthStar Apartments,2820 Windwood Dr,1 Bed 1.0 Bath,692 sqft,1bd,1ba,"$1,180 - $1,732",Ann Arbor,MI,48105,"Take apartment living to the next level and join us at Orion NorthStar Apartments. Our apartments are unlike any other in Ann Arbor, MI. Close to all the shopping and entertainment of Plymouth Mall, near the University of Michigan, and outdoor recreation spaces, like Arbor Hills Nature Area, we're the ideal spot for anyone looking for a one or two-bedroom apartment for rent in Ann Arbor, Michigan.Minutes away from campus with easy access to plenty of public transportation options, our pet-friendly apartments are easily accessible from virtually any part of the city. Thoughtfully designed, our homes feature private entrances, in-unit washer and dryers, crackling fireplaces, and cozy balconies or terraces. Enjoy the convenience of luxury and take advantage of our state-of-the-art fitness center, Olympic-sized swimming pool, tennis court, dog park, and playground. Enjoy relaxing, playing a game or studying in our newly renovated Farmhouse that features a study lounge, game room, and entertainment area. The carport parking makes sure you never have to worry about basic commodities like parking spaces, while the on-site maintenance crew is always there to help you out if you're in a pinch.Wrap yourself in the comfort of a well-located apartment community and drop by for a visit. You can find us at 2820 Windwood Drive, right at the junction between Nixon and Green Road. Call us today and let's get you in for a tour!Lease Details: 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14","Days on Market: 18 Days on Trulia ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Disposal ,Dryer ,Refrigerator ,Washer ,Air Conditioning ,Parking: None ,Pool ,Cats, dogs allowed ,Fitness Center ,Tennis Court",https://www.trulia.com/c/mi/ann-arbor/orion-northstar-2820-windwood-dr-ann-arbor-mi-48105--2050042214,2020-11-16
65,Orion NorthStar Apartments,2820 Windwood Dr,Unit WAITA1R,692 sqft,1bd,1ba,"Contact$1,732",Ann Arbor,MI,48105,"Take apartment living to the next level and join us at Orion NorthStar Apartments. Our apartments are unlike any other in Ann Arbor, MI. Close to all the shopping and entertainment of Plymouth Mall, near the University of Michigan, and outdoor recreation spaces, like Arbor Hills Nature Area, we're the ideal spot for anyone looking for a one or two-bedroom apartment for rent in Ann Arbor, Michigan.Minutes away from campus with easy access to plenty of public transportation options, our pet-friendly apartments are easily accessible from virtually any part of the city. Thoughtfully designed, our homes feature private entrances, in-unit washer and dryers, crackling fireplaces, and cozy balconies or terraces. Enjoy the convenience of luxury and take advantage of our state-of-the-art fitness center, Olympic-sized swimming pool, tennis court, dog park, and playground. Enjoy relaxing, playing a game or studying in our newly renovated Farmhouse that features a study lounge, game room, and entertainment area. The carport parking makes sure you never have to worry about basic commodities like parking spaces, while the on-site maintenance crew is always there to help you out if you're in a pinch.Wrap yourself in the comfort of a well-located apartment community and drop by for a visit. You can find us at 2820 Windwood Drive, right at the junction between Nixon and Green Road. Call us today and let's get you in for a tour!Lease Details: 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14","Days on Market: 18 Days on Trulia ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Disposal ,Dryer ,Refrigerator ,Washer ,Air Conditioning ,Parking: None ,Pool ,Cats, dogs allowed ,Fitness Center ,Tennis Court",https://www.trulia.com/c/mi/ann-arbor/orion-northstar-2820-windwood-dr-ann-arbor-mi-48105--2050042214,2020-11-16
66,Orion NorthStar Apartments,2820 Windwood Dr,Unit WAITA1,692 sqft,1bd,1ba,"Contact$1,467",Ann Arbor,MI,48105,"Take apartment living to the next level and join us at Orion NorthStar Apartments. Our apartments are unlike any other in Ann Arbor, MI. Close to all the shopping and entertainment of Plymouth Mall, near the University of Michigan, and outdoor recreation spaces, like Arbor Hills Nature Area, we're the ideal spot for anyone looking for a one or two-bedroom apartment for rent in Ann Arbor, Michigan.Minutes away from campus with easy access to plenty of public transportation options, our pet-friendly apartments are easily accessible from virtually any part of the city. Thoughtfully designed, our homes feature private entrances, in-unit washer and dryers, crackling fireplaces, and cozy balconies or terraces. Enjoy the convenience of luxury and take advantage of our state-of-the-art fitness center, Olympic-sized swimming pool, tennis court, dog park, and playground. Enjoy relaxing, playing a game or studying in our newly renovated Farmhouse that features a study lounge, game room, and entertainment area. The carport parking makes sure you never have to worry about basic commodities like parking spaces, while the on-site maintenance crew is always there to help you out if you're in a pinch.Wrap yourself in the comfort of a well-located apartment community and drop by for a visit. You can find us at 2820 Windwood Drive, right at the junction between Nixon and Green Road. Call us today and let's get you in for a tour!Lease Details: 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14","Days on Market: 18 Days on Trulia ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Disposal ,Dryer ,Refrigerator ,Washer ,Air Conditioning ,Parking: None ,Pool ,Cats, dogs allowed ,Fitness Center ,Tennis Court",https://www.trulia.com/c/mi/ann-arbor/orion-northstar-2820-windwood-dr-ann-arbor-mi-48105--2050042214,2020-11-16
67,Orion NorthStar Apartments,2820 Windwood Dr,Unit 270,692 sqft,1bd,1ba,"Contact$1,195",Ann Arbor,MI,48105,"Take apartment living to the next level and join us at Orion NorthStar Apartments. Our apartments are unlike any other in Ann Arbor, MI. Close to all the shopping and entertainment of Plymouth Mall, near the University of Michigan, and outdoor recreation spaces, like Arbor Hills Nature Area, we're the ideal spot for anyone looking for a one or two-bedroom apartment for rent in Ann Arbor, Michigan.Minutes away from campus with easy access to plenty of public transportation options, our pet-friendly apartments are easily accessible from virtually any part of the city. Thoughtfully designed, our homes feature private entrances, in-unit washer and dryers, crackling fireplaces, and cozy balconies or terraces. Enjoy the convenience of luxury and take advantage of our state-of-the-art fitness center, Olympic-sized swimming pool, tennis court, dog park, and playground. Enjoy relaxing, playing a game or studying in our newly renovated Farmhouse that features a study lounge, game room, and entertainment area. The carport parking makes sure you never have to worry about basic commodities like parking spaces, while the on-site maintenance crew is always there to help you out if you're in a pinch.Wrap yourself in the comfort of a well-located apartment community and drop by for a visit. You can find us at 2820 Windwood Drive, right at the junction between Nixon and Green Road. Call us today and let's get you in for a tour!Lease Details: 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14","Days on Market: 18 Days on Trulia ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Disposal ,Dryer ,Refrigerator ,Washer ,Air Conditioning ,Parking: None ,Pool ,Cats, dogs allowed ,Fitness Center ,Tennis Court",https://www.trulia.com/c/mi/ann-arbor/orion-northstar-2820-windwood-dr-ann-arbor-mi-48105--2050042214,2020-11-16
68,Orion NorthStar Apartments,2820 Windwood Dr,Unit 478,692 sqft,1bd,1ba,"Contact$1,455",Ann Arbor,MI,48105,"Take apartment living to the next level and join us at Orion NorthStar Apartments. Our apartments are unlike any other in Ann Arbor, MI. Close to all the shopping and entertainment of Plymouth Mall, near the University of Michigan, and outdoor recreation spaces, like Arbor Hills Nature Area, we're the ideal spot for anyone looking for a one or two-bedroom apartment for rent in Ann Arbor, Michigan.Minutes away from campus with easy access to plenty of public transportation options, our pet-friendly apartments are easily accessible from virtually any part of the city. Thoughtfully designed, our homes feature private entrances, in-unit washer and dryers, crackling fireplaces, and cozy balconies or terraces. Enjoy the convenience of luxury and take advantage of our state-of-the-art fitness center, Olympic-sized swimming pool, tennis court, dog park, and playground. Enjoy relaxing, playing a game or studying in our newly renovated Farmhouse that features a study lounge, game room, and entertainment area. The carport parking makes sure you never have to worry about basic commodities like parking spaces, while the on-site maintenance crew is always there to help you out if you're in a pinch.Wrap yourself in the comfort of a well-located apartment community and drop by for a visit. You can find us at 2820 Windwood Drive, right at the junction between Nixon and Green Road. Call us today and let's get you in for a tour!Lease Details: 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14","Days on Market: 18 Days on Trulia ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Disposal ,Dryer ,Refrigerator ,Washer ,Air Conditioning ,Parking: None ,Pool ,Cats, dogs allowed ,Fitness Center ,Tennis Court",https://www.trulia.com/c/mi/ann-arbor/orion-northstar-2820-windwood-dr-ann-arbor-mi-48105--2050042214,2020-11-16
69,Orion NorthStar Apartments,2820 Windwood Dr,Unit 199,692 sqft,1bd,1ba,"Contact$1,420",Ann Arbor,MI,48105,"Take apartment living to the next level and join us at Orion NorthStar Apartments. Our apartments are unlike any other in Ann Arbor, MI. Close to all the shopping and entertainment of Plymouth Mall, near the University of Michigan, and outdoor recreation spaces, like Arbor Hills Nature Area, we're the ideal spot for anyone looking for a one or two-bedroom apartment for rent in Ann Arbor, Michigan.Minutes away from campus with easy access to plenty of public transportation options, our pet-friendly apartments are easily accessible from virtually any part of the city. Thoughtfully designed, our homes feature private entrances, in-unit washer and dryers, crackling fireplaces, and cozy balconies or terraces. Enjoy the convenience of luxury and take advantage of our state-of-the-art fitness center, Olympic-sized swimming pool, tennis court, dog park, and playground. Enjoy relaxing, playing a game or studying in our newly renovated Farmhouse that features a study lounge, game room, and entertainment area. The carport parking makes sure you never have to worry about basic commodities like parking spaces, while the on-site maintenance crew is always there to help you out if you're in a pinch.Wrap yourself in the comfort of a well-located apartment community and drop by for a visit. You can find us at 2820 Windwood Drive, right at the junction between Nixon and Green Road. Call us today and let's get you in for a tour!Lease Details: 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14","Days on Market: 18 Days on Trulia ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Disposal ,Dryer ,Refrigerator ,Washer ,Air Conditioning ,Parking: None ,Pool ,Cats, dogs allowed ,Fitness Center ,Tennis Court",https://www.trulia.com/c/mi/ann-arbor/orion-northstar-2820-windwood-dr-ann-arbor-mi-48105--2050042214,2020-11-16
70,Orion NorthStar Apartments,2820 Windwood Dr,Unit 467,692 sqft,1bd,1ba,"Contact$1,405",Ann Arbor,MI,48105,"Take apartment living to the next level and join us at Orion NorthStar Apartments. Our apartments are unlike any other in Ann Arbor, MI. Close to all the shopping and entertainment of Plymouth Mall, near the University of Michigan, and outdoor recreation spaces, like Arbor Hills Nature Area, we're the ideal spot for anyone looking for a one or two-bedroom apartment for rent in Ann Arbor, Michigan.Minutes away from campus with easy access to plenty of public transportation options, our pet-friendly apartments are easily accessible from virtually any part of the city. Thoughtfully designed, our homes feature private entrances, in-unit washer and dryers, crackling fireplaces, and cozy balconies or terraces. Enjoy the convenience of luxury and take advantage of our state-of-the-art fitness center, Olympic-sized swimming pool, tennis court, dog park, and playground. Enjoy relaxing, playing a game or studying in our newly renovated Farmhouse that features a study lounge, game room, and entertainment area. The carport parking makes sure you never have to worry about basic commodities like parking spaces, while the on-site maintenance crew is always there to help you out if you're in a pinch.Wrap yourself in the comfort of a well-located apartment community and drop by for a visit. You can find us at 2820 Windwood Drive, right at the junction between Nixon and Green Road. Call us today and let's get you in for a tour!Lease Details: 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14","Days on Market: 18 Days on Trulia ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Disposal ,Dryer ,Refrigerator ,Washer ,Air Conditioning ,Parking: None ,Pool ,Cats, dogs allowed ,Fitness Center ,Tennis Court",https://www.trulia.com/c/mi/ann-arbor/orion-northstar-2820-windwood-dr-ann-arbor-mi-48105--2050042214,2020-11-16
71,Orion NorthStar Apartments,2820 Windwood Dr,Unit WAITA1P,692 sqft,1bd,1ba,"Contact$1,617",Ann Arbor,MI,48105,"Take apartment living to the next level and join us at Orion NorthStar Apartments. Our apartments are unlike any other in Ann Arbor, MI. Close to all the shopping and entertainment of Plymouth Mall, near the University of Michigan, and outdoor recreation spaces, like Arbor Hills Nature Area, we're the ideal spot for anyone looking for a one or two-bedroom apartment for rent in Ann Arbor, Michigan.Minutes away from campus with easy access to plenty of public transportation options, our pet-friendly apartments are easily accessible from virtually any part of the city. Thoughtfully designed, our homes feature private entrances, in-unit washer and dryers, crackling fireplaces, and cozy balconies or terraces. Enjoy the convenience of luxury and take advantage of our state-of-the-art fitness center, Olympic-sized swimming pool, tennis court, dog park, and playground. Enjoy relaxing, playing a game or studying in our newly renovated Farmhouse that features a study lounge, game room, and entertainment area. The carport parking makes sure you never have to worry about basic commodities like parking spaces, while the on-site maintenance crew is always there to help you out if you're in a pinch.Wrap yourself in the comfort of a well-located apartment community and drop by for a visit. You can find us at 2820 Windwood Drive, right at the junction between Nixon and Green Road. Call us today and let's get you in for a tour!Lease Details: 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14","Days on Market: 18 Days on Trulia ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Disposal ,Dryer ,Refrigerator ,Washer ,Air Conditioning ,Parking: None ,Pool ,Cats, dogs allowed ,Fitness Center ,Tennis Court",https://www.trulia.com/c/mi/ann-arbor/orion-northstar-2820-windwood-dr-ann-arbor-mi-48105--2050042214,2020-11-16
